ID,Name,Sex,Age,Height,Weight,Country,NOC,Games,Year,Season,City,Sport,Event,Medal,lat,lng
71966,Marcel-Frdric Lubin-Lebrre,M,32.0,181.0,92.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
74768,Robert Henri Marchal,M,22.0,160.0,50.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze,48.8567,2.3522
86940,Maurice Marcel Jacques Norland,M,22.0,166.0,57.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze,48.8567,2.3522
95113,tienne Piquiral,M,22.0,180.0,87.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
100814,Charles Jean Rigoulot,M,20.0,173.0,82.0,France,FRA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,48.8567,2.3522
13249,tienne Bonnes,M,29.0,172.0,76.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
128365,Georges Eugne Wambst,M,21.0,172.0,72.0,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold,48.8567,2.3522
18841,Laurent Aim Cassayet-Armagnac,M,31.0,183.0,88.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
12114,Armand Blanchonnet,M,20.0,182.0,78.0,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Gold,48.8567,2.3522
12114,Armand Blanchonnet,M,20.0,182.0,78.0,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",Gold,48.8567,2.3522
11646,"Alexandre Jacques Joseph Baptiste Henri ""Alex"" Bioussa",M,23.0,173.0,77.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
9409,Jean-Baptiste Andr Bhotguy,M,23.0,165.0,69.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
9391,Louis Bguet,M,29.0,172.0,99.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
8875,Honor Jean Bayard,M,26.0,173.0,78.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
125556,Jean mile Vaysse,M,24.0,173.0,72.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
21175,Lucien Eugne Choury,M,26.0,176.0,74.0,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,48.8567,2.3522
30733,Clment Dupont,M,25.0,165.0,68.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
118788,Henri Alexis Tauzin,M,21.0,169.0,68.0,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,Silver,48.8567,2.3522
86467,Corinne Mireille Dominique Niogret,F,19.0,160.0,52.0,France,FRA,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Gold,45.6767,6.3933
78920,Carole Hlne Merle (-Pellet),F,28.0,160.0,57.0,France,FRA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,Silver,45.6767,6.3933
76142,Florence Masnada (-Aubonnet),F,23.0,176.0,69.0,France,FRA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Combined,Bronze,45.6767,6.3933
44228,Fabrice Jean-Marie Guy,M,23.0,173.0,63.0,France,FRA,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,Gold,45.6767,6.3933
43712,Sylvain Guillaume,M,23.0,171.0,61.0,France,FRA,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,Silver,45.6767,6.3933
43174,Edgar Alain Grospiron,M,22.0,175.0,80.0,France,FRA,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,45.6767,6.3933
21907,Vronique Claudel,F,25.0,174.0,60.0,France,FRA,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Gold,45.6767,6.3933
15034,Anne Briand-Bouthiaux,F,23.0,174.0,52.0,France,FRA,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Gold,45.6767,6.3933
2799,Olivier Allamand,M,22.0,175.0,72.0,France,FRA,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver,45.6767,6.3933
54047,Adolphe Jaurguy,M,26.0,183.0,78.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
48313,Gaston Heuet,M,31.0,160.0,49.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Bronze,48.8567,2.3522
41983,Raoul Got,M,23.0,165.0,69.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
41434,Charles Anthoine Gonnet,M,26.0,172.0,76.0,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,Bronze,48.8567,2.3522
4842,Ren Araou,M,21.0,178.0,98.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
38009,Henri Galau,M,26.0,173.0,77.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
33348,Jean Etcheberry,M,22.0,173.0,83.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
30749,Albert Dupouy,M,23.0,170.0,73.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
26940,Edmond Albert Dcottignies,M,30.0,171.0,66.0,France,FRA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Lightweight,Gold,48.8567,2.3522
39755,Gilbert Antonin Jules Claude Marie Grints,M,21.0,180.0,86.0,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,48.8567,2.3522
94579,Franck Piccard,M,27.0,182.0,70.0,France,FRA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Downhill,Silver,45.6767,6.3933
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",F,23.0,158.0,50.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver,45.1715,5.7224
33944,"Anne-Marie ""Annie"" Famose (-Bremont)",F,23.0,158.0,50.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,45.1715,5.7224
41081,Micheline Franoise Marielle Goitschel,F,22.0,169.0,64.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,Gold,45.1715,5.7224
59745,Jean-Claude Killy,M,24.0,178.0,75.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,45.1715,5.7224
59745,Jean-Claude Killy,M,24.0,178.0,75.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,45.1715,5.7224
59745,Jean-Claude Killy,M,24.0,178.0,75.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,45.1715,5.7224
80213,Isabelle Catherine Mir,F,18.0,161.0,60.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Downhill,Silver,45.1715,5.7224
93117,Patrick Henri Pera,M,19.0,176.0,70.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Men's Singles,Bronze,45.1715,5.7224
93440,Guy Prillat Merceroz,M,27.0,168.0,68.0,France,FRA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Downhill,Silver,45.1715,5.7224
29304,Alfred Dompert,M,21.0,174.0,60.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,52.52,13.405
35765,"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",F,24.0,168.0,66.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Javelin Throw,Gold,52.52,13.405
40377,Erwin Gillmeister,M,29.0,178.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,52.52,13.405
45199,Helmut Hamann,M,23.0,175.0,62.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,52.52,13.405
45949,"Rudolf Waldemar ""Rudi"" Harbig",M,22.0,174.0,62.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,52.52,13.405
13406,Erich Borchmeyer,M,31.0,178.0,81.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,52.52,13.405
47255,Karl Hein,M,28.0,179.0,103.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Hammer Throw,Gold,52.52,13.405
49986,Kurt Hornfischer,M,26.0,188.0,103.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,52.52,13.405
56717,"Wilhelm Gustav ""Willi"" Kaiser",M,24.0,163.0,51.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Flyweight,Gold,52.52,13.405
58083,Elfriede Kaun (-Rahn),F,21.0,170.0,60.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's High Jump,Bronze,52.52,13.405
63825,"Katharina Anna ""Kthe"" Krau",F,29.0,176.0,72.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 100 metres,Bronze,52.52,13.405
64336,"Luise Martha ""Lies"" Krger",F,21.0,166.0,54.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Javelin Throw,Silver,52.52,13.405
68470,Gnter Wilhelm Leichum,M,25.0,174.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,52.52,13.405
71202,"Carl-Ludwig Hermann ""Luz"" Long",M,23.0,184.0,72.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,Silver,52.52,13.405
76811,Gisela Mauermayer,F,22.0,172.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Discus Throw,Gold,52.52,13.405
78745,"Wilhelm ""Willi"" Menne",M,25.0,183.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Fours,Gold,52.52,13.405
81184,Paula Mollenhauer,F,27.0,175.0,82.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Discus Throw,Bronze,52.52,13.405
83402,Michael Murach,M,25.0,171.0,66.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Welterweight,Silver,52.52,13.405
115290,Gerhard Karl Eduard Stck,M,25.0,184.0,91.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Shot Put,Bronze,52.52,13.405
115290,Gerhard Karl Eduard Stck,M,25.0,184.0,91.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Javelin Throw,Gold,52.52,13.405
49972,"Gerhard ""Gerd"" Hornberger",M,26.0,179.0,75.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,52.52,13.405
12189,Erwin Blask,M,26.0,180.0,97.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Hammer Throw,Silver,52.52,13.405
115046,Anni Steuer (-Ludewig),F,23.0,177.0,67.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 80 metres Hurdles,Silver,52.52,13.405
127432,Friedrich Gottlob Paul Ferdinand von Stlpnagel,M,23.0,187.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,52.52,13.405
127108,Harry-Carl Voigt,M,23.0,185.0,76.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,52.52,13.405
129423,"Kurt ""Kutti"" Wei",M,30.0,177.0,85.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver,52.52,13.405
131215,Hans-Otto Woellke,M,25.0,178.0,105.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Shot Put,Gold,52.52,13.405
123120,Hitoshi Uematsu,M,23.0,163.0,57.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze,36.6486,138.1947
109778,Hiroyasu Shimizu,M,23.0,162.0,70.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze,36.6486,138.1947
132346,Tsuyoshi Yamanaka,M,25.0,171.0,75.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,35.6897,139.6922
109778,Hiroyasu Shimizu,M,23.0,162.0,70.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Men's 500 metres,Gold,36.6486,138.1947
106062,Tae Satoya,F,21.0,166.0,55.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold,36.6486,138.1947
104424,Hiroya Saito,M,27.0,173.0,57.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,36.6486,138.1947
88443,Tomomi Okazaki (Yasutake-),F,26.0,164.0,57.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Women's 500 metres,Bronze,36.6486,138.1947
88388,Takanobu Okabe,M,27.0,165.0,51.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,36.6486,138.1947
86519,Takafumi Nishitani,M,19.0,173.0,64.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,36.6486,138.1947
133136,Yoshikatsu Yoshida,M,22.0,161.0,56.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,35.6897,139.6922
132364,Haruhiro Yamashita (-Matsuda),M,25.0,165.0,60.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,Gold,35.6897,139.6922
37627,Kazuyoshi Funaki,M,22.0,175.0,62.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,36.6486,138.1947
37627,Kazuyoshi Funaki,M,22.0,175.0,62.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,36.6486,138.1947
37627,Kazuyoshi Funaki,M,22.0,175.0,62.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,36.6486,138.1947
62493,Akitsugu Konno,M,27.0,162.0,53.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,43.0619,141.3544
57818,Yukio Kasaya,M,28.0,170.0,66.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,43.0619,141.3544
4644,Seiji Aochi,M,29.0,167.0,66.0,Japan,JPN,1972 Winter,1972,Winter,Sapporo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze,43.0619,141.3544
133144,Yoshihisa Yoshikawa,M,28.0,165.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,35.6897,139.6922
45911,Masahiko Harada,M,29.0,173.0,58.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,36.6486,138.1947
45911,Masahiko Harada,M,29.0,173.0,58.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze,36.6486,138.1947
128898,Osamu Watanabe,M,23.0,160.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,35.6897,139.6922
27418,Yutaka Demachi,M,29.0,175.0,72.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
84332,Taniko Nakamura-Mitsukuri,F,21.0,158.0,50.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,35.6897,139.6922
84376,Takehide Nakatani,M,23.0,165.0,69.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Lightweight,Gold,35.6897,139.6922
85154,Katsutoshi Nekoda,M,20.0,179.0,77.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
610,Ginko Abukawa-Chiba,F,26.0,148.0,46.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,35.6897,139.6922
88390,Yukiaki Okabe,M,23.0,167.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,35.6897,139.6922
88426,Isao Okano,M,20.0,171.0,80.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Middleweight,Gold,35.6897,139.6922
89179,Kiyoko Ono (Oizumi-),F,28.0,157.0,60.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,35.6897,139.6922
89187,Takashi Ono,M,33.0,160.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Gold,35.6897,139.6922
104573,Takao Sakurai,M,23.0,164.0,54.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Bantamweight,Gold,35.6897,139.6922
105919,Setsuko Sasaki,F,19.0,173.0,60.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
106048,Yasutaka Sato,M,24.0,184.0,78.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
109710,Ayano Shibuki (-Yaegashi),F,23.0,165.0,61.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
109841,Yoko Shinozaki (-Tamura),F,19.0,171.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
109876,Toshiko Shirasu-Aihara,F,25.0,147.0,47.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,35.6897,139.6922
109971,Toshio Shoji,M,24.0,178.0,75.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,35.6897,139.6922
116197,Sadatoshi Sugahara,M,25.0,177.0,73.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
118360,Keiko Tanaka-Ikeda,F,30.0,154.0,54.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,35.6897,139.6922
118456,Kinuko Tanida (-Idogawa),F,25.0,167.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
122374,Kokichi Tsuburaya,M,24.0,163.0,54.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Bronze,35.6897,139.6922
122383,Hiroko Tsuji (-Kato),F,25.0,151.0,47.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Bronze,35.6897,139.6922
122415,Shuji Tsurumi,M,26.0,158.0,52.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,Silver,35.6897,139.6922
122415,Shuji Tsurumi,M,26.0,158.0,52.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Gold,35.6897,139.6922
122415,Shuji Tsurumi,M,26.0,158.0,52.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,Silver,35.6897,139.6922
122415,Shuji Tsurumi,M,26.0,158.0,52.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,35.6897,139.6922
123143,Yojiro Uetake,M,21.0,165.0,57.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,35.6897,139.6922
82162,Teruhisa Moriyama,M,22.0,187.0,82.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
80580,Emiko Miyamoto (-Terayama),F,27.0,172.0,56.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
88313,Masashi Ohuchi,M,21.0,165.0,80.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Middleweight,Bronze,35.6897,139.6922
80502,Takashi Mitsukuri,M,25.0,161.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Gold,35.6897,139.6922
52186,Isao Inokuma,M,26.0,173.0,88.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Heavyweight,Gold,35.6897,139.6922
51769,Naohiro Ikeda (-Nakano),M,24.0,186.0,78.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
51601,Shiro Ichinoseki,M,20.0,172.0,59.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,Bronze,35.6897,139.6922
51587,Masamitsu Ichiguchi,M,24.0,161.0,59.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,35.6897,139.6922
49931,Iwao Horiuchi,M,22.0,163.0,74.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,35.6897,139.6922
46821,Takuji Hayata,M,24.0,160.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,Gold,35.6897,139.6922
46821,Takuji Hayata,M,24.0,160.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Gold,35.6897,139.6922
45530,Yuriko Handa,F,24.0,166.0,60.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
45506,Tsutomu Hanahara,M,24.0,160.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,35.6897,139.6922
37566,Makoto Fukui,M,24.0,170.0,71.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,35.6897,139.6922
37504,Yoko Fujimoto (-Utida),F,21.0,155.0,56.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
32574,Yukio Endo,M,27.0,161.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,Gold,35.6897,139.6922
32574,Yukio Endo,M,27.0,161.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,Silver,35.6897,139.6922
32574,Yukio Endo,M,27.0,161.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Gold,35.6897,139.6922
32574,Yukio Endo,M,27.0,161.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,Gold,35.6897,139.6922
52609,Sata Isobe (-Maruyama),F,19.0,173.0,60.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
80575,Yoshinobu Miyake,M,24.0,154.0,58.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Featherweight,Gold,35.6897,139.6922
52962,Kunihiro Iwasaki,M,20.0,175.0,78.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,35.6897,139.6922
57802,Masae Kasai (-Nakamura),F,31.0,174.0,63.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
80096,Masayuki Minami,M,23.0,196.0,87.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
76593,Yoshiko Matsumura (-Kanda),F,22.0,170.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
76589,Katsumi Matsumura (-Tida),F,20.0,173.0,74.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,35.6897,139.6922
63534,Tsutomu Koyama,M,28.0,181.0,73.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
62963,Toshiaki Kosedo,M,23.0,187.0,76.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze,35.6897,139.6922
