ID,Name,Sex,Age,Height,Weight,Country,NOC,Games,Year,Season,City,Sport,Event,Medal,lat,lng
115145,"Geoffrey Peter ""Geoff"" Stewart",M,26.0,200.0,90.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze,-33.8678,151.21
46857,Brett Ronald Hayman,M,28.0,165.0,54.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
48487,Yvette Higgins,F,22.0,173.0,73.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
48563,Darryn William Hill,M,26.0,174.0,88.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze,-33.8678,151.21
48579,"Joanne Kay ""Jo"" Hill",F,27.0,182.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
49584,Stephen Harris Holt,M,25.0,196.0,91.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,-33.8678,151.21
49822,Kate Jon-Marie Hooper,F,22.0,177.0,73.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
50382,Andrew James Hoy,M,41.0,172.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,-33.8678,151.21
50382,Andrew James Hoy,M,41.0,172.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,-33.8678,151.21
50802,"Nicole Elaine ""Nikki"" Hudson (Mott-)",F,24.0,165.0,54.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
50810,"Geoffrey Andrew ""Geoff"" Huegill",M,21.0,190.0,93.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,Bronze,-33.8678,151.21
50810,"Geoffrey Andrew ""Geoff"" Huegill",M,21.0,190.0,93.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
52029,Rachel Anne Imison,F,21.0,167.0,69.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
53129,Lauren Elizabeth Jackson,F,19.0,196.0,85.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
53353,"Robert ""Rob"" Jahrling",M,26.0,204.0,96.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
55692,Leisel Marie Jones,F,15.0,177.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,Silver,-33.8678,151.21
55692,Leisel Marie Jones,F,15.0,177.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
55707,Michellie Yvonne Jones,F,31.0,180.0,60.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,Silver,-33.8678,151.21
58590,Shane John Kelly,M,28.0,182.0,85.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,-33.8678,151.21
60506,"Thomas Jack ""Tom"" King",M,27.0,181.0,64.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold,-33.8678,151.21
60647,"William Ashley ""Bill"" Kirby",M,25.0,180.0,77.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-33.8678,151.21
61237,Michael George Klim,M,23.0,191.0,81.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,-33.8678,151.21
61237,Michael George Klim,M,23.0,191.0,81.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-33.8678,151.21
61237,Michael George Klim,M,23.0,191.0,81.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,Silver,-33.8678,151.21
46758,Rechelle Margaret Hawkes,F,33.0,165.0,57.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
61237,Michael George Klim,M,23.0,191.0,81.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
46450,Juliet Haslam,F,31.0,174.0,64.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
46218,Regan Dean Harrison,M,22.0,178.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
34155,Renita Maree Farrell-Garard,F,28.0,167.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
34825,Jaime Francisco Fernandez,M,29.0,193.0,103.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
35057,Michelle Louise Ferris,F,23.0,171.0,77.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's 500 metres Time Trial,Silver,-33.8678,151.21
36085,Selina Follas,F,24.0,167.0,64.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
36208,John Robert Forbes,M,30.0,181.0,78.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,Silver,-33.8678,151.21
36251,Annemarie Forder,F,22.0,175.0,77.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze,-33.8678,151.21
36569,Joanne Kylie Fox,F,21.0,182.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
36975,"Catherine Astrid Salome ""Cathy"" Freeman",F,27.0,164.0,56.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,Gold,-33.8678,151.21
37740,"Christopher John ""Chris"" Fydler",M,27.0,197.0,91.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,-33.8678,151.21
39081,Paul Charles Gaudoin,M,25.0,172.0,73.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,-33.8678,151.21
40399,Rebecca Ellen Gilmore (-Manuel),F,21.0,165.0,60.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Platform,Bronze,-33.8678,151.21
41792,Alastair Gordon,M,23.0,193.0,91.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
41881,Shelley Ann Gorman-Sandie,F,31.0,181.0,73.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
42267,Elka Graham (-Whalan),F,18.0,187.0,67.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,-33.8678,151.21
42913,Tatiana Grigorieva,F,24.0,180.0,64.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Pole Vault,Silver,-33.8678,151.21
44130,Bridgette Marie Gusterson (-Ireland),F,27.0,180.0,74.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
44569,Grant George Hackett,M,20.0,198.0,96.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,-33.8678,151.21
44569,Grant George Hackett,M,20.0,198.0,96.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-33.8678,151.21
45568,Fiona Hanes-Crawford,F,23.0,158.0,56.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
45595,Simone Hankin,F,27.0,182.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
45824,"Boden Joseph ""Bo"" Hanson",M,27.0,199.0,100.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze,-33.8678,151.21
45978,Kelly Hardie,F,30.0,182.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
45990,Tanya Victoria Harding,F,28.0,172.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
46229,Kristi Lee Harrower,F,25.0,162.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
33927,"Trisha Nicole ""Trish"" Fallon (-Dykstra)",F,28.0,190.0,74.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
63521,Daniel Steven Kowalski,M,25.0,180.0,76.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-33.8678,151.21
70726,Brent James Livermore,M,24.0,177.0,74.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,-33.8678,151.21
94947,Adam Robert Pine,M,24.0,183.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,-33.8678,151.21
94947,Adam Robert Pine,M,24.0,183.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
96357,"Nicholas Weston ""Nick"" Porzig",M,28.0,195.0,94.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
96635,"Katrina Maree ""Triny"" Powell",F,28.0,157.0,54.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
96636,Lisa Josephine Powell-Carruthers,F,30.0,168.0,60.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
97508,Dean Lester Pullar,M,27.0,186.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,-33.8678,151.21
100504,Robert Richards,M,28.0,186.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,-33.8678,151.21
101554,Melanie Jane Roche,F,29.0,165.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
102438,Giaan Leigh Rooney,F,17.0,175.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,-33.8678,151.21
102438,Giaan Leigh Rooney,F,17.0,175.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
103768,Christian Ryan,M,23.0,188.0,84.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
103787,"Matthew Morgan ""Matt"" Ryan",M,36.0,182.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,-33.8678,151.21
103800,Sarah Michelle Ryan,F,23.0,173.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
111675,"Angela Robyn ""Angie"" Skirving-Lambert",F,19.0,181.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
111900,Kate Elizabeth Slatter (-Allen),F,28.0,180.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Silver,-33.8678,151.21
113942,Rachael Pamela Sporn,F,32.0,187.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
113997,Daniel Sproule,M,26.0,180.0,76.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,-33.8678,151.21
114137,Jay Jason Stacy,M,32.0,184.0,90.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,-33.8678,151.21
114453,"Katherine ""Kate"" Starre",F,28.0,171.0,60.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
15612,Ian Sterry Browne,M,25.0,185.0,59.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,-37.8142,144.9631
115149,James Alexander Stewart,M,26.0,200.0,92.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze,-33.8678,151.21
115554,Belinda Josephine Marion Stowell,F,29.0,172.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold,-33.8678,151.21
118780,Jai Desmond Taurima,M,28.0,188.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,Silver,-33.8678,151.21
93466,Kieren John Perkins,M,27.0,194.0,90.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,-33.8678,151.21
65587,Annie Lilian La Fleur (Burgess-),F,30.0,167.0,62.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,-33.8678,151.21
92796,Mria Pekli (-Kelly),F,28.0,158.0,57.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Lightweight,Bronze,-33.8678,151.21
92524,Todd Robert Pearson,M,22.0,189.0,84.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-33.8678,151.21
71203,Matthew Long,M,25.0,194.0,89.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Bronze,-33.8678,151.21
73719,Clover Margaret Maitland,F,28.0,168.0,62.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
75149,Russell Andrew Mark,M,36.0,183.0,85.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Double Trap,Silver,-33.8678,151.21
77004,Bronwyn Mayer-Smith,F,26.0,176.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
77438,Sally Jane McDermid-McCreedy,F,35.0,176.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
77534,"Bradley John ""Brad"" McGee",M,24.0,182.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,-33.8678,151.21
77595,Scott Anthony McGrory,M,30.0,185.0,73.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold,-33.8678,151.21
77661,"Michael Scott ""Mike"" McKay",M,35.0,192.0,91.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,-33.8678,151.21
79890,Gail Louise Miller (-Tune),F,23.0,180.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
79980,Melissa Ann Mills,F,26.0,180.0,67.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,-33.8678,151.21
80435,Ryan Scott Mitchell,M,23.0,185.0,77.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
80443,Claire Mitchell-Taverner,F,30.0,164.0,56.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
82255,"Jennifer Lynn ""Jenny"" Morris",F,27.0,172.0,69.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
82308,Simmone Anne Morrow,F,23.0,169.0,62.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
85145,Gary Malcolm Neiwand,M,34.0,176.0,86.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Keirin,Silver,-33.8678,151.21
85145,Gary Malcolm Neiwand,M,34.0,176.0,86.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze,-33.8678,151.21
85553,Robert Frederick Newbery,M,21.0,174.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,-33.8678,151.21
86985,Justin Neville Norris,M,20.0,185.0,82.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,Bronze,-33.8678,151.21
89117,"Susan ""Susie"" O'Neill",F,27.0,171.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,Gold,-33.8678,151.21
89117,"Susan ""Susie"" O'Neill",F,27.0,171.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,-33.8678,151.21
89117,"Susan ""Susie"" O'Neill",F,27.0,171.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Silver,-33.8678,151.21
89117,"Susan ""Susie"" O'Neill",F,27.0,171.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-33.8678,151.21
92524,Todd Robert Pearson,M,22.0,189.0,84.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,-33.8678,151.21
92719,Alison Louise Peek,F,30.0,168.0,61.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,-33.8678,151.21
33805,Simon John Fairweather,M,30.0,175.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,Gold,-33.8678,151.21
33801,"Suzanne Helen ""Sue"" Fairhurst",F,26.0,182.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,-33.8678,151.21
32394,"James Andrew ""Jimmy"" Elmer",M,29.0,176.0,53.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,-33.8678,151.21
115768,Shirley Barbara Strickland de la Hunty,F,31.0,172.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,-37.8142,144.9631
120125,Norma Claire Thrower (Austin-),F,20.0,166.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 80 metres Hurdles,Bronze,-37.8142,144.9631
4145,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Bronze,-26.5733,148.7869
4145,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
9241,Amber Gerganiya Beckitt (-Shelley),F,19.0,162.0,59.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
10804,Kevin John Berry,M,15.0,172.0,71.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
18582,Julian Paul Carroll,M,17.0,188.0,80.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
22545,Alva Merlin Colquhoun,F,18.0,169.0,61.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,-26.5733,148.7869
23644,Brian John Crago,M,34.0,171.0,67.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,-26.5733,148.7869
27959,John Thomas Devitt,M,23.0,185.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold,-26.5733,148.7869
27959,John Thomas Devitt,M,23.0,185.0,85.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,-26.5733,148.7869
28368,David Gavin Dickson,M,19.0,179.0,76.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,-26.5733,148.7869
32339,"Herbert James ""Herb"" Elliott",M,22.0,181.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",Gold,-26.5733,148.7869
33527,Ruth Rhonda Everuss,F,16.0,167.0,66.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,-26.5733,148.7869
36840,Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,Gold,-26.5733,148.7869
36840,Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,-26.5733,148.7869
36840,Dawn Lorraine Fraser,F,22.0,172.0,67.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
36994,Noel Frederick Freeman,M,21.0,173.0,67.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,Silver,-26.5733,148.7869
39028,"Terrence Steven ""Terry"" Gathercole",M,24.0,177.0,76.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
46848,Neville Ronald Hayes,M,16.0,183.0,80.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,Silver,-26.5733,148.7869
46848,Neville Ronald Hayes,M,16.0,183.0,80.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
55627,Brenda Jones (-Carr),F,23.0,173.0,55.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 800 metres,Silver,-26.5733,148.7869
62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,-26.5733,148.7869
115768,Shirley Barbara Strickland de la Hunty,F,31.0,172.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 80 metres Hurdles,Gold,-37.8142,144.9631
62543,"Ilze ""Ilsa"" Konrads",F,16.0,172.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,-26.5733,148.7869
102563,Iain Murray Rose,M,17.0,185.0,80.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-37.8142,144.9631
102563,Iain Murray Rose,M,17.0,185.0,80.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,Gold,-37.8142,144.9631
23888,Norma Wilson Croker-Fleming,F,22.0,173.0,61.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,-37.8142,144.9631
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,Gold,-37.8142,144.9631
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 200 metres,Gold,-37.8142,144.9631
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,-37.8142,144.9631
27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver,-37.8142,144.9631
27959,John Thomas Devitt,M,19.0,185.0,85.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,-37.8142,144.9631
36840,Dawn Lorraine Fraser,F,19.0,172.0,67.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Gold,-37.8142,144.9631
36840,Dawn Lorraine Fraser,F,19.0,172.0,67.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,Silver,-37.8142,144.9631
36840,Dawn Lorraine Fraser,F,19.0,172.0,67.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,-37.8142,144.9631
41952,Richard Kevan Gosper,M,22.0,188.0,77.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,-37.8142,144.9631
